Time, Latitude (deg), Longitude (deg), Vehicle speed (km/h), Engine coolant temperature, Intake manifold absolute pressure (kPa), Engine RPM (RPM), Intake air temperature (°C), Relative throttle position (%), Mass air flow sensor A (g/s), Mass air flow rate (g/s), Boost (kPa), Acceleration (m/s²), Acceleration (Avg) (m/s²), Engine Power (PS), Engine Torque (N•m), GPS Speed (km/h), Calculated load value (%), Engine oil temperature (°C), Fuel injection timing (deg), Instant fuel economy (l/100 km), Total fuel economy (l/100 km), Accel X (m/s²), Accel Y (m/s²), Accel Z (m/s²), Accel (Grav) X (m/s²), Accel (Grav) Y (m/s²), Accel (Grav) Z (m/s²), Time since engine start (sec), Fuel rail pressure (kPa), Absolute throttle position B (%), Absolute throttle position C (%), Accelerator pedal position D (%), Accelerator pedal position E (%), Accelerator pedal position F (%), Boost pressure sensor A (kPa), Altitude (m)
12/27/2023 05:29:40.5333 μ.μ.,40.52668,23.04721,30,79,188,2740,24,4.705883,0,56.95952,87,1.226062,1.040849,96.63886,254.6354,34.35084,77.64706,0,0,90.16809,43.0257,-0.7082505,-0.3657835,0.8947068,2.235302,7.495812,-7.753127,5028,152160,0,0,58.43137,51.37255,0,0,39.74602
12/27/2023 05:29:41.3127 μ.μ.,40.52676,23.04712,36,79,190,3163,24,4.705883,0,66.13464,89,1.681571,1.222187,111.4205,254.3217,40.12723,94.11765,0,0,86.63328,43.2439,-0.3967863,-0.499841,0.2275836,1.98592,7.656129,-7.106921,5028,159740,0,0,66.66666,60.78431,0,0,39.76247
12/27/2023 05:29:42.0328 μ.μ.,40.52676,23.04712,41,79,217,3656,24,4.705883,0,87.19344,116,1.870913,1.415032,141.8273,280.073,40.12723,99.60784,0,0,96.82741,43.46824,-0.5068436,-0.4070239,0.08757649,2.037114,7.975116,-6.357729,5028,159740,0,0,73.72549,65.09804,0,0,39.76247
12/27/2023 05:29:42.8628 μ.μ.,40.52684,23.047,47,79,210,4087.5,24,4.705883,0,97.53271,109,2.018131,1.567925,138.3577,244.3785,47.00443,23.92157,0,0,82.40009,43.67919,0.6964826,-0.3606837,0.8816117,0.7223977,7.962093,-6.979087,5028,84480,0,0,22.7451,20,0,0,39.59204
12/27/2023 05:29:45.7858 μ.μ.,40.52715,23.04662,48,79,131,3516.5,23,4.705883,0,68.02271,30,1.250237,1.507985,76.07058,156.1794,60.12923,97.64706,0,0,44.36064,43.68354,0.1495985,-0.1182289,-0.09129231,0.9699829,7.464528,-6.564,5028,137260,0,0,69.80392,61.56863,0,0,39.58258
12/27/2023 05:29:46.5276 μ.μ.,40.52727,23.04647,52,79,199,2667,23,4.705883,0,89.19747,98,0.7932057,1.47579,110.9333,300.3008,65.88235,96.07843,0,0,59.71465,43.7942,-0.2394082,-0.4903628,1.166771,1.649719,7.874525,-7.845635,5028,159010,0,0,69.80392,61.56863,0,0,39.18649
12/27/2023 05:29:47.2740 μ.μ.,40.52727,23.04647,68,79,225,3450,23,4.705883,0,76.48819,124,1.382732,1.451904,138.3933,289.61,65.88235,98.43137,0,0,56.96768,44.15036,0.1095909,0.5461612,-0.6693527,1.234782,6.861581,-5.80448,5028,159740,0,0,70.58823,62.35294,0,0,39.18649
12/27/2023 05:29:48.2680 μ.μ.,40.5274,23.0463,72,79,225,3646.5,23,4.705883,0,98.94423,124,1.538894,1.477971,141.958,281.0614,70.72397,99.60784,0,0,55.18864,44.23153,0.5939671,-0.475104,-0.5360745,0.6008505,8.015232,-5.723348,5028,160230,0,0,70.98039,62.7451,0,0,39.20351
12/27/2023 05:29:49.1010 μ.μ.,40.52753,23.04613,75,80,224,3832,21,4.705883,0,104.1149,123,1.295094,1.405007,144.0968,271.4854,75.10202,99.60784,0,0,53.77934,44.31424,-0.007418086,-1.251703,-0.3499077,1.302891,9.378148,-5.389842,5038,155590,0,0,85.88235,74.5098,0,0,39.70154
12/27/2023 05:29:49.8372 μ.μ.,40.52768,23.04595,79,80,210,3888.5,21,4.705883,0,103.2706,109,1.059701,1.418301,139.4508,258.9146,78.54076,6.27451,0,0,49.41017,44.36729,-0.107968,1.374774,-0.8044181,1.448388,6.556516,-4.903204,5038,67120,0,0,28.62745,40.78431,0,0,39.83817
12/27/2023 05:29:50.5852 μ.μ.,40.52782,23.04577,80,80,132,2845,21,4.705883,0,65.87002,31,0.7067061,1.301136,76.6647,194.5498,78.83916,98.03922,0,0,26.82426,44.22738,-0.287868,-0.2509047,0.3741465,1.681004,8.048463,-6.431376,5038,151920,0,0,73.33334,64.31373,0,0,39.79842
12/27/2023 05:29:51.4062 μ.μ.,40.52797,23.04558,80,80,218,2897,21,4.705883,0,79.59219,117,0.1890596,1.119798,119.2153,297.0988,81.47424,99.21568,0,0,41.7123,44.2081,0.1824176,-0.423943,0.7959716,1.203797,8.128098,-7.072193,5038,157790,0,0,73.33334,64.70588,0,0,40.38572
12/27/2023 05:29:52.3026 μ.μ.,40.52813,23.04538,83,80,227,2997,21,4.705883,0,84.39294,126,0.5494156,1.036837,125.1208,301.4118,84.66709,99.60784,0,0,42.19623,44.19096,-0.2561888,0.3489403,-0.2350783,1.574276,7.207063,-6.055508,5038,159500,0,0,73.72549,65.09804,0,0,41.08321
12/27/2023 05:29:53.0575 μ.μ.,40.52813,23.04538,86,80,219,3099,21,4.705883,0,84.22918,118,0.9852993,0.9132319,125.8099,293.0967,84.66709,99.60784,0,0,40.94858,44.16114,-0.007887316,0.5223174,-0.7358423,1.254541,7.055278,-5.491031,5038,159740,0,0,73.72549,65.09804,0,0,41.08321
12/27/2023 05:29:53.8052 μ.μ.,40.52829,23.04518,88,80,228,3176.5,21,4.705883,0,90.67513,127,0.7999694,0.9467834,132.5116,301.1775,87.37544,99.60784,0,0,42.1496,44.1411,0.2778727,0.9104043,1.053563,0.8846604,6.563401,-7.479496,5038,160230,0,0,72.94118,64.31373,0,0,41.88846
12/27/2023 05:29:54.6319 μ.μ.,40.52845,23.04498,90,80,236,3264,21,4.705883,0,96.20388,135,0.7376251,0.9021158,139.0468,307.5591,90.11684,99.60784,0,0,43.2455,44.14129,0.5474213,0.07245073,0.4762873,0.680934,7.397467,-6.810837,5038,158280,0,0,88.23529,77.25491,0,0,42.65728
12/27/2023 05:29:55.4573 μ.μ.,40.52863,23.04476,92,80,239,3313.5,20,4.705883,0,100.1105,138,0.7453864,0.8193142,142.2788,310.0066,92.82592,99.60784,0,0,43.28872,44.12173,-0.3897034,0.1093057,-0.3329812,1.695824,7.455097,-6.018235,5038,159980,0,0,88.23529,77.64706,0,0,43.11491
12/27/2023 05:29:56.2760 μ.μ.,40.52863,23.04476,94,80,240,3398.5,20,4.705883,0,102.4021,139,0.6677483,0.7278866,145.4514,308.9927,92.82592,99.60784,0,0,43.31242,44.11239,-0.5960039,0.4970627,0.7224697,1.76498,7.548952,-6.306236,5038,159500,0,0,88.23529,74.5098,0,0,43.11491
12/27/2023 05:29:57.0935 μ.μ.,40.5288,23.04454,96,80,234,3443.5,20,4.705883,0,102.4033,133,0.6852302,0.6973416,144.6553,303.2856,95.20844,0.3921569,0,0,42.17794,44.09689,0.169412,-0.8208017,-0.09295435,0.8909473,9.466015,-4.788393,5046,77390,0,0,22.7451,20,0,0,44.13186
12/27/2023 05:29:58.0717 μ.μ.,40.52898,23.04434,93,80,122,3313.5,20,4.705883,0,54.09668,21,-0.0636776,0.5032109,67.26579,146.5632,92.78368,0,0,0,20.24574,43.84299,-0.2827295,-0.4919356,-0.1185669,1.384471,9.670939,-3.696713,5046,52940,0,0,22.7451,20,0,0,44.10115
12/27/2023 05:29:58.9144 μ.μ.,40.52914,23.04414,88,80,111,3039,21,4.705883,0,47.36097,10,-1.321967,0.2916068,61.51474,146.139,86.43905,0,0,0,19.56676,43.6502,0.1349598,-0.04565868,0.3112597,0.8996292,9.200916,-4.080365,5046,104020,0,0,22.7451,20,0,0,43.60427
12/27/2023 05:29:59.6660 μ.μ.,40.52929,23.04397,79,80,109,2781,21,5.098039,0,42.50979,8,-2.109145,0.04357006,57.02323,148.0364,77.73509,0,0,0,20.20445,43.40628,0.03160651,0.7011972,0.2270471,1.056653,8.270302,-4.302503,5046,104760,0,0,22.7451,20,0,0,43.48492
12/27/2023 05:30:00.4840 μ.μ.,40.52942,23.04381,73,80,109,2584.5,21,4.705883,0,38.90086,8,-2.381345,-0.2945454,54.19524,151.3917,71.53595,0,0,0,20.78072,43.2603,-0.5376058,0.623347,0.7168462,1.763633,8.056546,-5.200785,5046,105000,0,0,22.7451,19.60784,0,0,44.19399
12/27/2023 05:30:01.3021 μ.μ.,40.52954,23.04366,69,80,109,2457.5,21,5.098039,0,36.1522,8,-1.880071,-0.529504,52.24654,153.4905,67.32635,0,0,0,21.19487,43.12113,-0.2941816,0.1914142,0.9282266,1.605861,8.268356,-5.887557,5046,105240,0,0,22.7451,19.60784,0,0,44.76348
12/27/2023 05:30:02.1323 μ.μ.,40.52954,23.04366,66,80,109,2364.5,21,4.705883,0,34.37572,8,-1.243935,-0.7033262,50.39289,153.8677,67.32635,28.23529,0,0,21.37212,42.97904,-0.0368377,0.1601275,0.5099813,1.322799,7.979157,-5.90507,5046,64680,0,0,36.47059,32.54902,0,0,44.76348
12/27/2023 05:30:02.9048 μ.μ.,40.52965,23.04351,64,80,114,2321,21,4.705883,0,34.59202,13,-0.8059618,-0.8382214,46.17467,143.6304,64.97006,65.09804,0,0,20.19511,42.81871,0.02914921,-0.02802775,0.4525209,1.178499,7.907007,-6.175707,5046,105240,0,0,44.70588,39.21569,0,0,45.42458
12/27/2023 05:30:03.6144 μ.μ.,40.52977,23.04336,64,80,129,2302.5,21,5.098039,0,38.42347,28,-0.3009366,-0.9125908,56.40535,176.8635,64.39106,81.17647,0,0,24.66963,42.71816,0.07073559,0.111183,0.3003476,0.9880952,7.659572,-6.267018,5046,125290,0,0,50.19608,45.09804,0,0,46.32345
12/27/2023 05:30:04.5996 μ.μ.,40.52988,23.04322,64,80,156,2330.5,21,4.705883,0,46.09523,55,-6.66E-16,-0.971771,70.68789,218.9846,65.18311,85.09804,0,0,30.91629,42.65106,0.07010763,0.3897934,0.1117938,1.013243,7.25661,-6.344107,5046,128700,0,0,54.5098,49.01961,0,0,47.15598
12/27/2023 05:30:05.4614 μ.μ.,40.53,23.04307,65,81,185,2363.5,21,4.705883,0,55.32897,84,0.1957652,-1.010484,80.52644,245.9804,66.74751,82.74509,0,0,34.67747,42.60806,0.3151452,-0.09405714,0.2754478,0.7259903,7.577542,-6.649921,5054,130660,0,0,56.86274,50.58823,0,0,48.04868
12/27/2023 05:30:06.1865 μ.μ.,40.53,23.04307,67,81,199,2425,21,4.705883,0,60.35878,98,0.4516108,-0.8687134,85.94478,255.8735,66.74751,90.58823,0,0,35.906,42.55186,-0.3706833,-1.081289,-0.9862411,1.498983,8.807384,-4.932393,5054,137750,0,0,63.52941,56.47059,0,0,48.04868
12/27/2023 05:30:06.9360 μ.μ.,40.53013,23.04291,69,81,235,2477,21,4.705883,0,73.13265,134,0.6201264,-0.622065,110.4699,321.9849,69.10156,13.33333,0,0,44.81435,42.56926,0.2593813,0.04155083,-1.241281,0.9883946,8.074808,-4.138893,5054,84970,0,0,22.7451,19.60784,0,0,48.69619
12/27/2023 05:30:07.7622 μ.μ.,40.53025,23.04276,68,81,140,2421.5,21,4.705883,0,44.50264,39,0.1747771,-0.411929,49.73937,148.2973,67.86242,0,0,0,20.47452,42.44178,-0.08771381,-0.7454484,-0.5464023,1.393752,9.394764,-4.144432,5054,41950,0,0,22.7451,19.60784,0,0,50.11746
12/27/2023 05:30:08.5757 μ.μ.,40.53037,23.04262,65,81,116,2322.5,21,4.705883,0,36.04742,15,-0.7508942,-0.2959748,52.17524,162.1908,63.31476,0,0,0,22.46847,42.33131,-0.7085047,-0.3157339,-0.06743731,2.095792,9.206156,-3.977978,5054,103780,0,0,22.7451,19.60784,0,0,49.7063
12/27/2023 05:30:09.3366 μ.μ.,40.53048,23.04249,59,81,112,2075,21,4.705883,0,33.38147,11,-1.451226,-0.32616,46.8282,162.9322,56.01384,0,0,0,22.21661,42.20508,0.1723857,-0.2443348,-0.7668395,1.20694,9.522897,-2.785408,5054,105240,0,0,22.7451,19.60784,0,0,49.66485
12/27/2023 05:30:10.0833 μ.μ.,40.53048,23.04249,54,81,111,1607.5,21,63.92157,0,29.55785,10,-1.863261,-0.4198401,28.83838,129.5202,56.01384,0,0,0,14.94856,42.08672,-0.1632326,0.351139,-0.2579768,1.573228,8.939111,-3.308719,5054,58810,0,0,22.7451,19.60784,0,0,49.66485
12/27/2023 05:30:10.9126 μ.μ.,40.53056,23.04239,47,81,101,1950.5,21,58.43137,0,20.83551,0,-2.269792,-0.6189259,21.37628,79.1232,46.8004,0,0,0,12.73083,41.97041,0.6055235,0.1482126,-0.1316127,0.8687933,8.982521,-3.575465,5054,42680,0,0,22.7451,19.60784,0,0,49.999
12/27/2023 05:30:11.7394 μ.μ.,40.53064,23.0423,41,81,108,1983,22,4.705883,0,27.03345,7,-2.401633,-0.8399793,45.41421,165.3433,39.50373,0,0,0,31.00489,41.93394,-0.0580985,0.1401522,-0.1958555,1.430276,8.919353,-3.612737,5054,38780,0,0,22.7451,20,0,0,50.146
12/27/2023 05:30:12.5677 μ.μ.,40.53069,23.04222,34,81,106,1697,22,72.54902,0,26.88354,5,-2.145905,-1.048107,25.21427,107.271,32.30047,0,0,0,20.75821,41.85784,0.3022095,-0.1718805,-0.3164485,1.004561,9.366921,-3.353477,5054,34860,0,0,22.7451,19.60784,0,0,49.99825
12/27/2023 05:30:13.3748 μ.μ.,40.53074,23.04217,29,81,103,1118.5,22,77.25491,0,22.35511,2,-2.012633,-1.281659,16.17183,104.3856,24.93965,20.39216,0,0,15.6093,41.79738,0.7526931,-0.03178317,0.244401,0.3315605,9.119785,-4.124523,5062,36570,0,0,22.7451,20,0,0,50.11062
12/27/2023 05:30:14.1928 μ.μ.,40.53074,23.04217,22,81,102,897.5,22,77.64706,0,14.5913,1,-2.017594,-1.541948,11.31196,90.99575,24.93965,35.29412,0,0,14.39255,41.7351,-0.1295584,-0.2150147,-0.4698281,1.0101,9.514365,-3.079696,5062,35840,0,0,22.7451,20,0,0,50.11062
12/27/2023 05:30:15.0388 μ.μ.,40.53077,23.04213,17,81,100,924.5,22,78.82353,0,11.47869,-1,-2.000169,-1.805718,10.32573,80.63647,18.63486,33.72549,0,0,17.00177,41.70116,-0.108557,1.374292,1.694748,1.54838,7.70852,-5.342241,5062,35600,0,0,22.7451,20,0,0,50.21078
12/27/2023 05:30:15.8015 μ.μ.,40.53079,23.04211,10,81,100,899,22,78.03922,0,11.82401,-1,-2.033664,-1.983636,10.08809,81.01522,11.85713,37.2549,0,0,28.23781,41.68772,1.584904,-0.3373208,0.3086279,-0.1167572,9.031769,-4.836592,5062,35840,0,0,22.7451,19.60784,0,0,50.20177
12/27/2023 05:30:16.5390 μ.μ.,40.5308,23.04212,7,81,100,865,22,77.64706,0,11.49787,-1,-1.64189,-1.983917,9.636557,80.43098,7.984165,41.56863,0,0,38.53418,41.68594,0.9652377,0.48754,0.6794064,0.02993774,7.832313,-5.844895,5062,36330,0,0,30.19608,27.84314,0,0,50.42631
12/27/2023 05:30:17.3646 μ.μ.,40.53082,23.04212,6,81,102,1029,22,39.21569,0,11.28429,1,-0.7444312,-1.842277,15.54207,109.0463,7.310855,77.25491,0,0,72.50698,41.70147,0.6919893,-0.2685324,0.4124356,-0.486189,8.312215,-6.114036,5062,68340,0,0,38.03922,34.11765,0,0,50.66805
12/27/2023 05:30:18.1742 μ.μ.,40.53082,23.04212,8,81,109,1161,22,19.60784,0,14.34497,8,0.1958183,-1.572101,24.62016,153.1003,7.310855,84.31373,0,0,86.14362,41.73047,-0.0242714,0.1827341,0.9510617,-0.3617976,7.793993,-6.858139,5062,54660,0,0,42.7451,37.2549,0,0,50.66805
12/27/2023 05:30:18.9348 μ.μ.,40.53083,23.04214,12,81,121,1144.5,22,5.098039,0,17.96699,20,0.978742,-1.19257,29.59884,186.7139,8.753399,70.58823,0,0,69.04239,41.76393,-0.2617263,0.2609237,0.3323707,0.6834787,7.400161,-6.566694,5062,66880,0,0,43.52941,38.82353,0,0,50.86834
12/27/2023 05:30:19.6962 μ.μ.,40.53085,23.04218,15,81,135,1361,22,5.490196,0,19.76093,34,1.168395,-0.8580958,35.07659,186.0702,10.56958,81.56863,0,0,65.45585,41.79243,-1.47635,0.4877298,0.6281182,3.247647,6.792725,-6.933881,5062,83740,0,0,47.05882,41.56863,0,0,51.27519
12/27/2023 05:30:20.6611 μ.μ.,40.53086,23.04225,18,81,153,1639,22,46.27451,0,26.63222,52,1.133635,-0.5366625,41.87328,184.4487,16.36904,79.21568,0,0,65.11585,41.82692,-0.6775038,-0.9126184,-0.1977544,3.937861,7.926018,-6.119874,5062,103050,0,0,47.05882,41.17647,0,0,51.92897
12/27/2023 05:30:21.4740 μ.μ.,40.53088,23.04233,21,79,154,1957,22,45.4902,0,32.28178,53,1.114338,-0.2327016,48.11149,177.4907,20.02892,76.86275,0,0,64.12861,41.86605,0.3699129,0.299059,-1.543209,3.413053,6.613697,-4.526138,5070,116490,0,0,47.45098,41.56863,0,0,52.31453
12/27/2023 05:30:22.2391 μ.μ.,40.53088,23.04233,26,79,152,2281.5,22,14.5098,0,38.04453,51,1.191056,0.1050676,57.29652,181.3115,20.02892,74.11765,0,0,61.68467,41.92669,-0.0414275,0.2162358,0.9146814,4.227659,6.714437,-7.027137,5070,124550,0,0,49.01961,43.13726,0,0,52.31453
12/27/2023 05:30:22.9728 μ.μ.,40.5309,23.04241,28,79,154,2505,22,5.098039,0,44.93647,53,1.032336,0.3737993,65.97061,190.1342,20.8073,75.68627,0,0,65.95,41.97999,0.7982701,0.1986146,-1.261015,3.358266,6.715785,-4.929698,5070,134080,0,0,50.58823,44.70588,0,0,52.7442
12/27/2023 05:30:24.1277 μ.μ.,40.53094,23.04247,31,79,158,2683.5,22,4.705883,0,50.62006,57,0.9437183,0.700544,73.23071,197.0195,22.68215,76.07843,0,0,66.12319,42.04121,0.8555,0.3851953,-0.02660445,1.574276,6.800957,-6.396049,5070,144830,0,0,52.94118,46.66667,0,0,53.1622
12/27/2023 05:30:24.9993 μ.μ.,40.53104,23.04253,34,79,165,2974,21,4.705883,0,56.62958,64,1.104792,0.9231358,86.8716,210.8893,28.89939,78.43137,0,0,71.51897,42.12391,0.7401121,0.137411,-0.9707628,0.886756,7.11246,-5.76571,5070,155350,0,0,60.39216,53.33333,0,0,53.62165
12/27/2023 05:30:25.7679 μ.μ.,40.53114,23.04258,39,79,193,3480.5,21,4.705883,0,73.65971,92,1.103036,1.070037,121.9244,252.9104,35.58271,98.03922,0,0,87.50813,42.36863,-0.6729167,-1.560472,0.4310281,2.114802,9.010812,-6.8526,5070,159500,0,0,70.19608,63.92157,0,0,54.27958
12/27/2023 05:30:26.5039 μ.μ.,40.53125,23.04264,44,79,208,3777.5,21,4.705883,0,92.90449,107,1.467901,1.177552,135.9812,259.8914,41.81454,52.54902,0,0,86.50645,42.52914,-0.2714015,0.3793938,0.2200046,1.641187,7.276369,-6.334677,5070,127480,0,0,22.7451,20,0,0,55.02744
12/27/2023 05:30:27.3445 μ.μ.,40.53136,23.0427,45,79,139,3561.5,21,4.705883,0,67.3831,38,1.09571,1.093431,76.86669,155.8199,42.81536,38.03922,0,0,47.81322,42.54541,0.2101042,-0.1030986,0.3166214,1.151256,7.729327,-6.564898,5070,81540,0,0,54.11765,50.19608,0,0,55.64042
12/27/2023 05:30:28.1669 μ.μ.,40.53136,23.0427,46,79,150,2369.5,21,4.705883,0,68.55766,49,0.372382,1.01835,77.29446,235.5099,42.81536,92.94118,0,0,47.0341,42.56396,-0.6528562,-1.101857,1.164734,2.216141,8.441545,-8.006251,5070,139710,0,0,69.01961,61.56863,0,0,55.64042
12/27/2023 05:30:28.9737 μ.μ.,40.53147,23.04279,50,79,227,2530,21,4.705883,0,69.02625,126,0.7814082,1.022986,115.71,330.193,46.8352,99.21568,0,0,64.77734,42.67153,-0.1938049,0.4456628,0.3485676,1.992806,6.717281,-7.262148,5070,144830,0,0,80,70.19608,0,0,56.48185
12/27/2023 05:30:29.8029 μ.μ.,40.53159,23.04288,53,79,226,2747.5,21,4.705883,0,73.37712,125,1.165817,1.028646,117.2666,308.1443,51.93013,99.60784,0,0,61.93279,42.75034,-0.2357041,0.5580041,-0.2102305,1.869612,6.540798,-6.788833,5079,153630,0,0,80,70.19608,0,0,57.49472
12/27/2023 05:30:30.6372 μ.μ.,40.53171,23.04297,58,79,224,2950.5,21,4.705883,0,78.98006,123,1.341901,1.053155,122.5423,299.8528,56.18979,99.60784,0,0,59.13987,42.83912,0.3662997,-0.3535229,-0.6054612,1.029409,7.606283,-6.381829,5079,159500,0,0,88.23529,77.64706,0,0,58.28294
12/27/2023 05:30:31.4665 μ.μ.,40.53185,23.04307,61,79,227,3052.5,20,4.705883,0,85.95145,126,1.338801,1.089939,128.9112,304.8967,59.9309,99.60784,0,0,59.15388,42.92573,0.4590438,-0.8059436,-2.757844,0.9577084,8.207882,-4.00567,5079,157790,0,0,88.23529,77.25491,0,0,59.63393
12/27/2023 05:30:32.1956 μ.μ.,40.53185,23.04307,64,79,235,3229,20,4.705883,0,92.3707,134,1.018409,1.068093,138.4527,309.5644,59.9309,69.41177,0,0,60.55414,43.02387,-0.5661149,-0.2746965,-0.05742487,2.22662,7.936047,-5.911208,5079,141900,0,0,47.05882,40.78431,0,0,59.63393
12/27/2023 05:30:32.9658 μ.μ.,40.53199,23.04318,64,79,168,3174,20,31.76471,0,69.85348,67,0.4454009,0.9580603,74.69223,169.8971,61.86094,53.72549,0,0,32.66764,42.97528,-0.03088219,-0.2454002,0.5751048,1.676663,7.873776,-6.230943,5079,93030,0,0,44.31372,38.82353,0,0,60.79431
12/27/2023 05:30:33.7808 μ.μ.,40.53213,23.04328,62,79,129,3110,20,6.666667,0,52.72387,28,-0.3814377,0.7711982,59.50663,138.141,60.26319,74.5098,0,0,26.86556,42.90473,0.0671264,-0.115078,0.3298871,1.466351,7.767048,-6.006859,5079,109160,0,0,45.09804,39.60784,0,0,61.36436
12/27/2023 05:30:34.6027 μ.μ.,40.53226,23.04339,61,79,129,3037.5,21,4.705883,0,51.66076,28,-0.5616442,0.5521513,64.42591,153.1306,59.63097,78.43137,0,0,29.56331,42.83514,-0.2278351,1.32348,1.017812,1.753454,6.220764,-7.050189,5079,130660,0,0,50.98039,45.4902,0,0,62.04681
12/27/2023 05:30:35.3515 μ.μ.,40.5324,23.04349,60,79,158,3030,21,4.705883,0,61.58928,57,-0.330021,0.486052,93.03852,221.6857,60.03897,77.64706,0,0,43.40441,42.83773,-0.08510439,0.341457,-0.1415013,1.617686,7.059919,-6.042185,5079,152650,0,0,58.03922,51.37255,0,0,62.80241
12/27/2023 05:30:36.1058 μ.μ.,40.5324,23.04349,61,79,196,3056.5,21,5.098039,0,76.21324,95,0.04274755,0.4862244,114.3554,270.1157,60.03897,83.13725,0,0,52.4746,42.88426,-0.6957581,-0.3989281,-1.34346,2.381997,7.733368,-5.000202,5079,156810,0,0,63.13726,55.68628,0,0,62.80241
12/27/2023 05:30:37.0853 μ.μ.,40.53254,23.04359,62,79,224,3141,21,4.705883,0,87.86262,123,0.3782877,0.4054279,128.9469,296.3879,61.99184,68.23529,0,0,58.21588,42.95309,0.3420273,0.7898313,0.2493538,1.271905,7.042854,-6.417155,5079,151920,0,0,51.76471,45.09804,0,0,63.41835
12/27/2023 05:30:37.9857 μ.μ.,40.53267,23.0437,63,81,176,3154.5,20,5.098039,0,70.94345,75,0.3726057,0.3275822,89.90159,205.7569,62.25479,43.13726,0,0,39.94378,42.94532,-0.2096436,0.4606051,-0.6317819,2.012864,7.284602,-4.983287,5087,80070,0,0,41.96078,36.07843,0,0,64.14458
12/27/2023 05:30:38.7533 μ.μ.,40.53281,23.04379,60,81,122,3021.5,20,4.705883,0,49.55655,21,-0.194206,0.09820639,62.3465,148.9728,59.96958,36.07843,0,0,29.08594,42.85043,0.4418411,-0.4769531,-0.0101801,1.346899,8.408764,-5.36185,5087,65900,0,0,36.07843,31.76471,0,0,64.85918
12/27/2023 05:30:39.4756 μ.μ.,40.53293,23.04388,58,81,115,2897,20,4.705883,0,44.74362,14,-0.7320353,-0.08658509,61.84745,154.1313,56.59992,16.07843,0,0,29.84806,42.79066,0.7159257,-0.4395245,-0.5462992,0.9289682,8.48241,-4.805906,5087,58080,0,0,35.68628,30.98039,0,0,65.61395
12/27/2023 05:30:40.3155 μ.μ.,40.53305,23.04396,56,81,115,2772.5,20,4.705883,0,42.89997,14,-0.7157207,-0.2486195,59.97004,156.1638,53.11068,1.568627,0,0,29.97565,42.73597,0.1208098,-0.3971336,0.3899692,1.154699,8.522976,-5.720355,5087,49280,0,0,23.92157,21.17647,0,0,66.47726
12/27/2023 05:30:41.2233 μ.μ.,40.53305,23.04396,53,81,113,2621.5,21,4.705883,0,40.3423,12,-0.9231567,-0.3602966,56.03699,154.3272,53.11068,0,0,0,29.5952,42.68452,-0.7730333,0.2697309,0.3245062,2.953508,7.707922,-5.278473,5087,47820,0,0,26.66667,23.13725,0,0,66.47726
12/27/2023 05:30:41.9609 μ.μ.,40.53316,23.04404,49,81,110,2426,21,5.098039,0,37.00618,9,-1.136086,-0.3995492,52.70995,156.8626,49.71259,18.03922,0,0,30.11056,42.62626,2.558799,-2.244129,3.784516,-0.3716771,10.35801,-9.239686,5087,56860,0,0,36.07843,32.54902,0,0,66.83557
12/27/2023 05:30:42.7141 μ.μ.,40.53327,23.0441,47,81,113,2400,21,4.705883,0,35.18042,12,-0.9417114,-0.4363101,55.47853,166.8904,46.93973,54.90196,0,0,33.04071,42.59292,0.7140409,0.8263927,0.2740309,0.2409988,6.94421,-6.327492,5087,108430,0,0,49.80392,43.92157,0,0,67.62487
12/27/2023 05:30:43.5451 μ.μ.,40.53337,23.04418,47,81,139,2366.5,21,4.705883,0,42.81124,38,-0.3640106,-0.4063471,71.85236,219.2058,47.19776,65.09804,0,0,42.79228,42.59302,-0.2951339,1.299835,-1.978791,1.230142,6.404582,-4.235592,5087,128700,0,0,50.58823,44.31372,0,0,68.19085
12/27/2023 05:30:44.4179 μ.μ.,40.53348,23.04425,47,81,167,2394.5,20,4.705883,0,50.71714,66,-6.66E-16,-0.4448595,75.17941,226.674,48.0614,69.80392,0,0,44.77374,42.60141,0.3378838,1.540182,-2.087714,0.9713301,5.809269,-4.274062,5087,127970,0,0,52.54902,46.27451,0,0,68.87265
12/27/2023 05:30:45.2748 μ.μ.,40.53348,23.04425,48,81,168,2445,20,4.705883,0,51.8006,67,0.1422175,-0.4535612,76.53399,225.992,48.0614,72.94118,0,0,44.63087,42.61214,-1.412897,-2.22223,0.8500153,2.581981,10.18976,-6.821165,5087,132370,0,0,50.58823,42.35294,0,0,68.87265
12/27/2023 05:30:46.1653 μ.μ.,40.53358,23.04433,49,81,163,2419,20,59.60784,0,51.31888,62,0.3330408,-0.4527725,65.87555,196.6102,49.53143,8.627451,0,0,37.63141,42.59295,0.3395387,-1.706481,-1.487067,0.8470885,9.892777,-3.834277,5095,43900,0,0,22.7451,20,0,0,69.43891
12/27/2023 05:30:46.9810 μ.μ.,40.53369,23.0444,46,81,117,2292,20,5.098039,0,36.44453,16,-0.2394254,-0.4626051,52.30595,164.7609,46.7928,0,0,0,31.82845,42.54681,0.1805269,-0.8867102,-0.312488,0.9455836,9.411978,-4.559518,5095,42440,0,0,22.7451,20,0,0,70.3161
